Division,Field_No,Year,Season,Annual_Rounds,Months_In_Season,Target_Days,Near_Pruning_Flag,Extent_Hect,Age_Months,Days_Since_Last_Pruning,Prune_Cycle_Stage,Soil_pH,Soil_Carbon,Ph_Deviation,Type_VP,Type_SD,Yield_Prev_Year,Yield_Avg_Last3,Yield_Trend_Last3,Field_Productivity,Rainfall_Current,WetDays_Current,Rainfall_Lag1,WetDays_Lag1,Rainfall_Lag2,WetDays_Lag2,Rainfall_Lag3,WetDays_Lag3,Rainfall_Sum_3,Rain_Intensity_Lag1,Leaching_Risk,Growth_Response,Div_LVO,Div_UVO,Div_UDK,Div_LDK,Div_AGO,Target_Lag1,Target_Lag2,Solar_Current,Solar_Lag1,Solar_Lag2,Solar_Rain_Int
UVO,13A,2025,24/25,24.0,12,15.0,0,4.0,1.0,134.0,0.1223744292237443,5.11,2.43,0.1100000000000003,1,0,1697.0,1174.6666666666667,438.0,6788.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,512.8200000000015,624708.0,0,1,0,0,0,12.4138,,5.01988,4.82136,5.17892,22477.180320000003
UVO,14,2025,24/25,21.0,12,17.1429,0,,,,,5.18,1.15,0.1799999999999997,0,0,,,,,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,839.1599999999987,,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,16,2025,24/25,21.0,12,17.1429,0,,,,,4.8,2.51,0.2000000000000001,0,0,,,,,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,932.4000000000008,,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,16A,2025,24/25,21.0,12,17.1429,0,,,,,4.94,1.58,0.0599999999999996,0,0,,,,,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,279.7199999999981,,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,16NC,2025,24/25,15.0,12,24.0,0,1.0,30.0,1006.0,0.9187214611872146,5.31,1.82,0.3099999999999996,1,0,671.0,671.0,,671.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,1445.2199999999982,4689972.0,0,1,0,0,0,17.1429,,5.01988,4.82136,5.17892,22477.180320000003
UVO,17,2025,24/25,25.0,12,14.4,0,4.0,1.0,134.0,0.1223744292237443,4.64,2.52,0.3600000000000003,1,0,1886.0,1493.3333333333333,1066.0,7544.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,1678.3200000000015,624708.0,0,1,0,0,0,11.6129,,5.01988,4.82136,5.17892,22477.180320000003
UVO,18,2025,24/25,22.0,12,16.3636,0,7.0,31.0,1043.0,0.9525114155251142,4.79,2.12,0.2099999999999999,1,0,1147.0,1081.3333333333333,-195.0,8029.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,979.02,4862466.0,0,1,0,0,0,14.4,,5.01988,4.82136,5.17892,22477.180320000003
UVO,18A,2025,24/25,30.0,12,12.0,0,3.0,24.0,836.0,0.7634703196347032,4.87,2.54,0.1299999999999999,1,0,623.0,938.0,-682.0,1869.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,606.0599999999995,3897432.0,0,1,0,0,0,21.1765,,5.01988,4.82136,5.17892,22477.180320000003
UVO,19A,2025,24/25,19.0,12,18.9474,0,5.0,18.0,668.0,0.6100456621004566,4.96,1.99,0.04,1,0,1292.0,1486.6666666666667,-468.0,6460.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,186.48000000000016,3114216.0,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,19B,2025,24/25,22.0,12,16.3636,0,8.0,30.0,1023.0,0.9342465753424658,5.29,2.05,0.29,1,0,1219.0,1265.6666666666667,-365.0,9752.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,1351.9800000000002,4769226.0,0,1,0,0,0,13.3333,,5.01988,4.82136,5.17892,22477.180320000003
UVO,19C,2025,24/25,13.0,12,27.6923,0,5.0,13.0,518.0,0.4730593607305936,4.7,1.86,0.2999999999999998,1,0,1393.0,1451.0,-304.0,6965.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,1398.5999999999992,2414916.0,0,1,0,0,0,13.3333,,5.01988,4.82136,5.17892,22477.180320000003
UVO,20A,2025,24/25,21.0,12,17.1429,0,6.0,5.0,279.0,0.2547945205479452,5.01,1.05,0.0099999999999997,1,0,1384.0,1214.3333333333333,48.0,8304.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,46.61999999999901,1300698.0,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,20B,2025,24/25,13.0,12,27.6923,0,5.0,12.0,477.0,0.4356164383561643,5.09,1.22,0.0899999999999998,1,0,1222.0,1206.3333333333333,230.0,6110.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,419.57999999999936,2223774.0,0,1,0,0,0,15.0,,5.01988,4.82136,5.17892,22477.180320000003
UVO,20C,2025,24/25,16.0,12,22.5,0,5.0,17.0,617.0,0.5634703196347032,4.55,1.06,0.4500000000000002,1,0,942.0,1087.3333333333333,-7.0,4710.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,2097.900000000001,2876454.0,0,1,0,0,0,17.1429,,5.01988,4.82136,5.17892,22477.180320000003
UVO,21,2025,24/25,23.0,12,15.6522,0,6.0,31.0,1040.0,0.9497716894977168,5.11,2.27,0.1100000000000003,1,0,986.0,1252.3333333333333,-589.0,5916.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,512.8200000000015,4848480.0,0,1,0,0,0,16.3636,,5.01988,4.82136,5.17892,22477.180320000003
UVO,21A,2025,24/25,27.0,12,13.3333,0,5.0,24.0,854.0,0.7799086757990867,4.67,1.63,0.33,1,0,949.0,1599.0,-1282.0,4745.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,1538.4600000000005,3981348.0,0,1,0,0,0,24.0,,5.01988,4.82136,5.17892,22477.180320000003
UVO,22,2025,24/25,20.0,12,18.0,0,7.0,18.0,654.0,0.5972602739726027,4.57,2.02,0.4299999999999997,1,0,1426.0,1729.0,-553.0,9982.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,2004.6599999999987,3048948.0,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
UVO,48A,2025,24/25,21.0,12,17.1429,0,6.0,6.0,307.0,0.2803652968036529,5.47,1.5,0.4699999999999997,1,0,1130.0,1028.6666666666667,223.0,6780.0,3448.0,180.0,4662.0,203.0,6940.0,201.0,6341.0,211.0,17943.0,22.96551724137931,2191.139999999999,1431234.0,0,1,0,0,0,13.8462,,5.01988,4.82136,5.17892,22477.180320000003
